X (g),Y (g),Z (g),X (m/s²),Y (m/s²),Z (m/s²)
0.28271484375,-0.3603515625,0.5498046875,2.7734326171875003,-3.5350488281250003,5.393583984375001
0.27685546875,-0.2099609375,1.3720703125,2.7159521484375,-2.059716796875,13.460009765625001
0.29443359375,-0.08935546875,2.10107421875,2.8883935546875,-0.8765771484375,20.6115380859375
0.607421875,-0.1123046875,2.41650390625,5.958808593750001,-1.101708984375,23.7059033203125
0.7998046875,-0.05224609375,2.712890625,7.846083984375,-0.5125341796875,26.61345703125
0.86962890625,-0.0595703125,3.2392578125,8.5310595703125,-0.5843847656250001,31.777119140625
1.1201171875,-0.10986328125,3.7763671875,10.988349609375,-1.0777587890625,37.046162109375004
1.41455078125,-0.22021484375,4.35107421875,13.8767431640625,-2.1603076171875,42.6840380859375
1.5498046875,-0.4306640625,5.18896484375,15.203583984375001,-4.224814453125,50.903745117187505
1.53466796875,-0.3974609375,6.1845703125,15.0550927734375,-3.899091796875,60.670634765625
1.53759765625,-0.15185546875,7.060546875,15.083833007812501,-1.4897021484375002,69.26396484375
1.58349609375,0.31591796875,7.60693359375,15.5340966796875,3.0991552734375003,74.62401855468751
1.59521484375,0.837890625,7.85107421875,15.6490576171875,8.21970703125,77.01903808593751
1.4609375,1.17236328125,8.01513671875,14.331796875,11.5008837890625,78.6284912109375
1.333984375,1.40673828125,7.8505859375,13.086386718750001,13.8001025390625,77.01424804687501
1.3115234375,1.31396484375,7.17333984375,12.866044921875,12.889995117187501,70.37046386718751
1.298828125,0.8154296875,6.32470703125,12.741503906250001,7.999365234375,62.045375976562504
1.0634765625,0.25048828125,5.67626953125,10.432705078125,2.4572900390625003,55.6842041015625
0.7880859375,-0.25732421875,5.0087890625,7.731123046875,-2.5243505859375,49.136220703125005
0.7744140625,-0.79833984375,4.00439453125,7.597001953125001,-7.8317138671875,39.2831103515625
0.74267578125,-1.14599609375,2.78515625,7.2856494140625,-11.2422216796875,27.322382812500003
0.60302734375,-1.07080078125,1.60400390625,5.9156982421875,-10.5045556640625,15.735278320312501
0.3896484375,-0.82080078125,0.56689453125,3.822451171875,-8.0520556640625,5.5612353515625
0.06640625,-0.50244140625,-0.2734375,0.6514453125,-4.9289501953125,-2.682421875
-0.130859375,-0.1806640625,-1.07470703125,-1.28373046875,-1.7723144531250001,-10.5428759765625
-0.28759765625,0.07275390625,-1.95263671875,-2.8213330078125,0.7137158203125,-19.1553662109375
-0.46484375,0.2587890625,-2.734375,-4.5601171875,2.538720703125,-26.82421875
-0.501953125,0.2783203125,-3.40869140625,-4.92416015625,2.7303222656250004,-33.4392626953125
