X (g),Y (g),Z (g),X (m/s²),Y (m/s²),Z (m/s²)
0.013671875,-0.0693359375,1.0234375,0.13412109375,-0.680185546875,10.039921875000001
0.015625,-0.06884765625,1.02197265625,0.15328125,-0.6753955078125,10.0255517578125
0.01806640625,-0.06787109375,1.02490234375,0.1772314453125,-0.6658154296875001,10.054291992187501
0.01806640625,-0.0673828125,1.0283203125,0.1772314453125,-0.661025390625,10.087822265625
0.01904296875,-0.0693359375,1.02490234375,0.18681152343750002,-0.680185546875,10.054291992187501
0.02099609375,-0.068359375,1.0205078125,0.20597167968750002,-0.67060546875,10.011181640625
0.021484375,-0.06494140625,1.02490234375,0.21076171875000002,-0.6370751953125,10.054291992187501
0.02099609375,-0.0654296875,1.02734375,0.20597167968750002,-0.641865234375,10.0782421875
0.021484375,-0.06298828125,1.025390625,0.21076171875000002,-0.6179150390625,10.05908203125
0.0205078125,-0.06298828125,1.02734375,0.20118164062500002,-0.6179150390625,10.0782421875
0.017578125,-0.0654296875,1.0234375,0.17244140625,-0.641865234375,10.039921875000001
0.015625,-0.064453125,1.02099609375,0.15328125,-0.63228515625,10.015971679687501
0.01806640625,-0.0634765625,1.0234375,0.1772314453125,-0.622705078125,10.039921875000001
0.01904296875,-0.0625,1.0234375,0.18681152343750002,-0.613125,10.039921875000001
0.01806640625,-0.06494140625,1.02294921875,0.1772314453125,-0.6370751953125,10.0351318359375
0.01904296875,-0.06689453125,1.021484375,0.18681152343750002,-0.6562353515625,10.02076171875
0.0205078125,-0.06689453125,1.02392578125,0.20118164062500002,-0.6562353515625,10.0447119140625
0.01904296875,-0.06884765625,1.0283203125,0.18681152343750002,-0.6753955078125,10.087822265625
0.01806640625,-0.06689453125,1.03125,0.1772314453125,-0.6562353515625,10.1165625
0.0185546875,-0.06689453125,1.0322265625,0.18202148437500001,-0.6562353515625,10.126142578125
0.01904296875,-0.06787109375,1.0283203125,0.18681152343750002,-0.6658154296875001,10.087822265625
0.0205078125,-0.0673828125,1.02783203125,0.20118164062500002,-0.661025390625,10.0830322265625
0.0205078125,-0.06689453125,1.0283203125,0.20118164062500002,-0.6562353515625,10.087822265625
0.0205078125,-0.06689453125,1.025390625,0.20118164062500002,-0.6562353515625,10.05908203125
0.02099609375,-0.068359375,1.01953125,0.20597167968750002,-0.67060546875,10.001601562500001
0.0205078125,-0.0654296875,1.0205078125,0.20118164062500002,-0.641865234375,10.011181640625
0.0185546875,-0.06201171875,1.02294921875,0.18202148437500001,-0.6083349609375001,10.0351318359375
0.017578125,-0.06201171875,1.02197265625,0.17244140625,-0.6083349609375001,10.0255517578125
0.02001953125,-0.0634765625,1.0224609375,0.19639160156250002,-0.622705078125,10.030341796875
0.02099609375,-0.064453125,1.02490234375,0.20597167968750002,-0.63228515625,10.054291992187501
0.02197265625,-0.06640625,1.02294921875,0.21555175781250002,-0.6514453125,10.0351318359375
0.021484375,-0.06689453125,1.0234375,0.21076171875000002,-0.6562353515625,10.039921875000001
